"","person_id","case_number"
"125",23,"07011566CF10A"
"126",23,"07023214TI30A"
"127",23,"07035325TI20A"
"128",23,"07047310TI20A"
"129",23,"07102670TC30A"
"130",23,"13015941CF10A"
"131",23,"13023091MM10A"
"132",23,"14009966CF10A"
"133",23,"14010409CF10A"
"134",23,"14012142MM10A"
"135",24,"06008745MM10A"
"136",24,"09013204TC30A"
"137",24,"09054788TI40A"
"138",24,"09089367TI20A"
"139",24,"10012577TI30A"
"140",24,"13072150TI40A"
"141",24,"14000360MM30A"
"142",24,"14012240TC30A"
"143",24,"14013175TC40A"
"144",24,"14015346CF10A"
"145",24,"15005595CF10A"
"146",25,"12041239TI10A"
"147",25,"14006083CF10A"
"148",25,"14006189CF10A"
"149",25,"79009174CF10A"
"150",25,"83001062CF10A"
"151",25,"83009398CF10A"
"152",25,"84003333CF10A"
"153",25,"85003702CF10A"
"154",25,"86013736CF10A"
"155",25,"87019686CF10A"
"156",25,"88008433CF10A"
"157",25,"91001978CF10A"
"158",25,"91006339CF10A"
"159",25,"94002682MM40A"
"160",25,"94026449TC20A"
"161",26,"13005492CF10A"
"162",26,"13009369MM10A"
"163",26,"13009581MM10A"
"164",26,"13010635MM10A"
"165",26,"13016253MM10A"
"166",26,"14000975MM10A"
"167",26,"14003015MM10A"
"168",26,"14058325TI20A"
"169",26,"15018116TI30A"
"170",27,"09053901TI20A"
"171",27,"12140937TI30A"
"172",27,"14013962CF10A"
"173",27,"14066473TI20A"
"174",27,"14067806TI20A"
"175",27,"15003574TC30A"
"176",27,"15006770TC30A"
"177",27,"15027875TI40A"
"178",27,"15037583TI30A"
"179",27,"15045652TI20A"
"180",27,"15075318TI30A"
"181",28,"13016112CF10A"
"182",28,"14001269MU10A"
"183",29,"09028328MM10A"
"184",29,"13045589TC10A"
"185",29,"14013974CF10A"
"186",29,"15000162MM30A"
"187",29,"15002309MM10A"
"188",29,"15002866MM10A"
"189",29,"15006511CF10A"
"190",29,"15011717CF10A"
"191",30,"13001998CF10A"
"192",30,"14001650MM40A"
"193",32,"06000996CF10A"
"194",32,"06075458TI40A"
"195",32,"10084578TI40A"
"196",32,"10087620TI40A"
"197",32,"10089772TI40A"
"198",32,"12074049TI30A"
"199",32,"12074050TI30A"
"200",32,"13003773TC10A"
"201",32,"15031578TI30A"
"202",32,"15073830TI30A"
"203",33,"13009088MM10A"
"204",34,"12055062TI10A"
"205",34,"12088989TI40A"
"206",34,"13007351CF10A"
"207",35,"00008770MM10A"
"208",35,"01008155CF10A"
"209",35,"02012610MM10A"
"210",35,"02046989TC30A"
"211",35,"07110046TI30A"
"212",35,"09034882TI10A"
"213",35,"09119582TI30A"
"214",35,"10036133TI30A"
"215",35,"14070047TI30A"
"216",35,"93002113CF10A"
"217",35,"93006516CF10A"
"218",35,"97001639CF10A"
"219",35,"99025707MM10A"
"220",37,"08017546MM10A"
"221",37,"09077622TI30A"
"222",37,"10006360TC40A"
"223",37,"10072027TI30A"
"224",37,"10078052TI40A"
"225",37,"10079041TC20A"
"226",37,"10090645TI40A"
"227",37,"11051579TC40A"
"228",37,"11081471TC30A"
"229",37,"12018850CF10A"
"230",37,"12091832TC40A"
"231",37,"13001288MM10A"
"232",37,"13004876CF10A"
"233",37,"13006419CF10A"
"234",37,"13010938MM10A"
"235",37,"13063900TI30A"
"236",37,"13063901TI30A"
"237",37,"13063902TI30A"
"238",37,"13075175TI40A"
"239",37,"14001039TC10A"
"240",37,"14004589TI30A"
"241",37,"14004895TI30A"
"242",37,"14004896TI30A"
"243",37,"14014223CF10A"
"244",37,"14014443CF10A"
"245",37,"14015919MM10A"
"246",37,"14016976MM10A"
"247",37,"14028558TC40A"
"248",37,"14040509TC10A"
"249",37,"14043208TC10A"
"250",37,"15002479CF10A"
"251",37,"15003461MM10A"
"252",38,"10021501TI20A"
"253",38,"10052918TI30A"
"254",38,"10074580TI20A"
"255",38,"10088014TI20A"
"256",38,"11026732TI20A"
"257",38,"12009552TC20A"
"258",38,"12018170CF10A"
"259",38,"12033976TI10A"
"260",38,"13002951CF10A"
"261",38,"13015971TI10A"
"262",39,"06010026TI10A"
"263",39,"07023226CF10A"
"264",39,"09016732CF10A"
"265",39,"09023966MM10A"
"266",39,"11027550MM10A"
"267",39,"12005907MM10A"
"268",39,"13002542CF10A"
"269",39,"14011400MM10A"
"270",40,"14014284CF10A"
"271",40,"15010523CF10A"
"272",41,"04020796CF10A"
"273",41,"07021095MM10A"
"274",41,"08007698MM10A"
"275",41,"08023209CF10A"
"276",41,"09019334CF10A"
"277",41,"09025027MM10A"
"278",41,"10041582TI30A"
"279",41,"11000051CF10A"
"280",41,"11027641MM10A"
"281",41,"12002696MM10A"
"282",41,"13001372CF10A"
"283",41,"13009605CF10A"
"284",41,"14028719TI30A"
"285",41,"14062925TI40A"
"286",41,"14063414TI40A"
"287",41,"15017117TI40A"
"288",42,"09020989MM10A"
"289",42,"10009242CF10A"
"290",42,"10009510CF10A"
"291",42,"10054981TI10A"
"292",42,"11012748CF10A"
"293",42,"11049009TI10A"
"294",42,"11072040TI30A"
"295",42,"13000040TI30A"
"296",42,"13060756TI30A"
"297",42,"14015347CF10A"
"298",42,"14015680CF10A"
"299",42,"15021965TI10A"
"300",43,"14017210MM10A"
"301",44,"10047665TC20A"
"302",44,"10069161TI20A"
"303",44,"10078760TI20A"
"304",44,"11065953TI20A"
"305",44,"12015493TI20A"
"306",44,"12034017TI20A"
"307",44,"12040036TI20A"
"308",44,"12058435TC20A"
"309",44,"14015619CF10A"
"310",44,"14043145TI20A"
"311",45,"13017946CF10A"
"312",47,"04028833TI40A"
"313",47,"05001498MM40A"
"314",47,"05001595MM40A"
"315",47,"06003249MM40A"
"316",47,"06016965CF10A"
"317",47,"07023714MM10A"
"318",47,"08003787CF10A"
"319",47,"09015633MM10A"
"320",47,"09018909MM10A"
"321",47,"09019903CF10A"
"322",47,"10002531MM40A"
"323",47,"10015428MM10A"
"324",47,"10016906MM10A"
"325",47,"10027215MM10A"
"326",47,"13003306MM10A"
"327",47,"13006997MM10A"
"328",47,"13013077CF10A"
"329",48,"05086180TI40A"
"330",48,"06002952MM10A"
"331",48,"06003399TI20A"
"332",48,"09019697CF10A"
"333",48,"12019090MM10A"
"334",48,"14000449CF10A"
"335",48,"95018787CF10A"
"336",48,"95021334TC10A"
"337",48,"95042115TI30A"
"338",48,"95049868TI20A"
"339",48,"95061491TI20A"
"340",49,"00008934CF10A"
"341",49,"01005145CF10A"
"342",49,"02011966CF10A"
"343",49,"02014794CF10A"
"344",49,"03016556CF10A"
"345",49,"03019914CF10A"
"346",49,"04018491CF10A"
"347",49,"05002247CF10A"
"348",49,"12014786CF10A"
"349",49,"12022826TC10A"
"350",49,"13000892CF10A"
"351",49,"87005759CF10A"
"352",49,"92011712TC20A"
"353",49,"94002623TC10A"
"354",49,"94003086TC10A"
"355",49,"95021741MM10A"
"356",49,"96004031CF10A"
"357",49,"96049631TI40A"
"358",49,"97032294MM10A"
"359",49,"99002738CF10A"
"360",49,"99013699CF10A"
"361",49,"99022120TI30A"
"362",50,"02002216MM30B"
"363",50,"02008035TC30A"
"364",50,"02020595TC10A"
"365",50,"02095055TC30A"
"366",50,"07003786MM10A"
"367",50,"13004763CF10A"
"368",50,"14030246TI10A"
"369",50,"15000545MM20A"
"370",50,"15004631TI10A"
"371",50,"15008563CF10A"
"372",50,"15009956TI10A"
"373",50,"15015934CF10A"
"374",50,"96005439CF10A"
"375",50,"98047216TC30A"
"376",52,"06022160TC40A"
"377",52,"08025392MM10A"
"378",52,"10021670TI40A"
"379",52,"11047417TC10A"
"380",52,"11047430TC10A"
"381",52,"13022426MM10A"
"382",52,"13037177TI40A"
"383",52,"14012292CF10A"
"384",52,"15010246MM10A"
"385",53,"11049695TC20A"
"386",53,"13017557MM10A"
"387",53,"14006651CF10A"
"388",54,"01011697CF10A"
"389",54,"01019209CF10A"
"390",54,"01023047TI10A"
"391",54,"01032447TI10A"
"392",54,"03016026TI10A"
"393",54,"03065288TC30A"
"394",54,"04007763MO10A"
"395",54,"04010384TI10A"
"396",54,"04010849TI10A"
"397",54,"04011287TI10A"
"398",54,"04015873TI10A"
"399",54,"04016061TI10A"
"400",54,"04018972CF10A"
"401",54,"05000687CF10A"
"402",54,"05001126MO10A"
"403",54,"05006686MM10A"
"404",54,"06008304TC10A"
"405",54,"06014040CF10A"
"406",54,"08010541TC10A"
"407",54,"09010413TC10A"
"408",54,"09023353CF10A"
"409",54,"09026209TI10A"
"410",54,"10001757TC10A"
"411",54,"10010566TC10A"
"412",54,"10013792CF10A"
"413",54,"10013908CF10A"
"414",54,"10015848TC30A"
"415",54,"11004975MM10A"
"416",54,"11005529MO10A"
"417",54,"11012124CF10A"
"418",54,"11044076TI10A"
"419",54,"13000496CF10A"
"420",54,"14009119MM10A"
"421",54,"15001795CF10A"
"422",54,"97005660TC10A"
"423",54,"98025671CF10A"
"424",54,"98042972TI10A"
"425",54,"98046017TI10A"
"426",54,"98049956TI10A"
"427",54,"99002791CF10A"
"428",55,"13000997MM10A"
"429",56,"12016354CF10A"
"430",56,"12063486TI20A"
"431",56,"13011710CF10A"
"432",56,"13014298TI10A"
"433",56,"15045425TI30A"
"434",57,"03000390MO40A"
"435",57,"08006028MM40A"
"436",57,"08006376MO40A"
"437",57,"08022756MM10A"
"438",57,"12018439MO10A"
"439",57,"13004096MM10A"
"440",57,"13004097MO10A"
"441",59,"09056890TI30A"
"442",59,"09074535TI30A"
"443",59,"09074706TI40A"
"444",59,"09128310TI30A"
"445",59,"10008915TI40A"
"446",59,"10016937CF10A"
"447",59,"10034942TC40A"
"448",59,"10038587TC40A"
"449",59,"11043309TI40A"
"450",59,"11079802TI20A"
"451",59,"14005804MM10A"
"452",59,"14009508MM10A"
"453",59,"15016672TI40A"
"454",60,"10054653TI30A"
"455",60,"11021347TI40A"
"456",60,"13011804CF10A"
"457",60,"13032469TI40A"
"458",60,"13057930TI30A"
"459",61,"00015346TC10A"
"460",61,"00023261MM10A"
"461",61,"13002244CF10A"
"462",61,"90001589CF10A"
"463",61,"90078256TC40A"
"464",61,"93015247CF10A"
"465",61,"94011271TC30A"
"466",61,"98033371TC10A"
"467",62,"07021196CF10B"
"468",62,"07021197CF10A"
"469",62,"07021888CF10A"
"470",62,"07025060MM10A"
"471",62,"09004461MM10A"
"472",62,"09109448TI30A"
"473",62,"10004080MM10A"
"474",62,"13002815MM20A"
"475",62,"13052244TI20A"
"476",62,"13052597TI20A"
"477",62,"14004714TI20A"
"478",62,"14012449CF10A"
"479",62,"14033227TC20A"
"480",63,"02072222TC30A"
"481",63,"03010849CF10A"
"482",63,"05007842TC10A"
"483",63,"06013363CF10A"
"484",63,"06021670CF10A"
"485",63,"06023905MM10A"
"486",63,"06119667TI30A"
"487",63,"07001492MM10A"
"488",63,"07005030CF10A"
"489",63,"07005375TC30A"
"490",63,"08006430CF10A"
"491",63,"08021204CF10A"
"492",63,"09000381MM10A"
"493",63,"09007094CF10A"
"494",63,"10010462CF10A"
"495",63,"10028369TC10A"
"496",63,"10097411TI30A"
"497",63,"11000306CF10A"
"498",63,"11001978MM10A"
"499",63,"14011021CF10A"
"500",63,"14051316TC30A"
"501",63,"98011196MM10A"
"502",63,"99006680CF10A"
"503",63,"99010810MM10A"
"504",63,"99018104CF10A"
"505",64,"14003004CF10A"
"506",64,"14007343MM10A"
"507",64,"14013202MM10A"
"508",65,"14009570MM10A"
"509",66,"08022628CF10C"
"510",66,"08022630CF10A"
"511",66,"08023077CF10A"
"512",66,"09002139CF10A"
"513",66,"09003896TC10A"
"514",66,"10012209TC40A"
"515",66,"10018787CF10A"
"516",66,"10024305MM10A"
"517",66,"11015958CF10A"
"518",66,"14004719CF10A"
"519",66,"14005313MM10A"
"520",67,"01006856CF10A"
"521",67,"01043425TI10A"
"522",67,"02013176TI10A"
"523",67,"02027309MM10A"
"524",67,"02033456TI10A"
"525",67,"04004854CF10A"
"526",67,"04020359CF10A"
"527",67,"06036380TI10A"
"528",67,"07015991MM10A"
"529",67,"08009616MM10A"
"530",67,"08026008TC10A"
"531",67,"09018516MM10A"
"532",67,"11014377MM10A"
"533",67,"11023606TC10A"
"534",67,"11032613TC10A"
"535",67,"14006899CF10A"
"536",67,"14008544MO10A"
"537",67,"15009235TI10A"
"538",67,"97038108TI10A"
"539",67,"98024401CF10A"
"540",67,"98033241TI30A"
"541",67,"98037114TI30A"
"542",67,"98045931TI30A"
"543",67,"99006859CF10A"
"544",67,"99015388TI10A"
"545",67,"99015703TI10A"
"546",67,"99036816TI40A"
"547",68,"13014548MM10A"
"548",69,"01097428TI30A"
"549",69,"08088823TI30A"
"550",69,"08103032TI20A"
"551",69,"09002293CF10A"
"552",69,"09078952TC30A"
"553",69,"10062261TI20A"
"554",69,"11024094TI40A"
"555",69,"11032536TC30A"
"556",69,"12174501TI30A"
"557",69,"14075628TC20A"
"558",69,"15051590TC20A"
"559",70,"11019494TI40A"
"560",70,"13003707TI40A"
"561",70,"13005888CF10A"
"562",71,"09014693TI30A"
"563",71,"11044674TI10A"
"564",71,"13006726CF10A"
"565",71,"13014956TI10A"
"566",71,"14029973MU10A"
"567",72,"13015965CF10A"
"568",73,"14013388CF10A"
"569",74,"14007684CF10A"
"570",74,"14018320TI10A"
"571",75,"02011108CF10A"
"572",75,"02011826CF10A"
"573",75,"05116811TI30A"
"574",75,"06003040TI10A"
"575",75,"06008412CF10A"
"576",75,"06062165TC30A"
"577",75,"11007301CF10A"
"578",75,"11007544CF10A"
"579",75,"11008909CF10A"
"580",75,"11010574CF10A"
"581",75,"14000740MM20A"
"582",75,"14002880CF10A"
"583",75,"87001295CF10A"
"584",75,"87006218CF10B"
"585",75,"87006219CF10A"
"586",75,"88018846CF10B"
"587",75,"88019042CF10A"
"588",75,"90000048CF10B"
"589",75,"90000049CF10A"
"590",75,"90001331CF10B"
"591",75,"90001417MM10A"
"592",75,"91016598CF10A"
"593",75,"94012676CF10A"
"594",75,"97009638CF10A"
"595",76,"13008838TC30A"
"596",76,"14001236MO10A"
"597",76,"14014354CF10A"
"598",78,"06013265CF10A"
"599",78,"09097562TI20A"
"600",78,"09119621TI30A"
"601",78,"09119622TI30A"
"602",78,"10001484CF10A"
"603",78,"10003080CF10A"
"604",78,"14014716CF10A"
"605",78,"99036282TI20A"
"606",79,"02010859TI10A"
"607",79,"02025170MM10A"
"608",79,"02045934TI10A"
"609",79,"03016037CF10A"
"610",79,"03035730TC10A"
"611",79,"04005542CF10A"
"612",79,"05007007TC10A"
"613",79,"06012316MO10A"
"614",79,"07000260MO10A"
"615",79,"07025874TI10A"
"616",79,"08012290CF10A"
"617",79,"08014655TC10A"
"618",79,"08022226TC10A"
"619",79,"08068435TI40A"
"620",79,"10020119CF10A"
"621",79,"10025908MM10A"
"622",79,"11004373CF10A"
"623",79,"11008818MM10A"
"624",79,"11013875CF10A"
"625",79,"11015959CF10A"
"626",79,"11048187TC10A"
"627",79,"13003864CF10A"
"628",79,"14018458TI10A"
"629",79,"16006319TC10A"
"630",80,"11009507TI40A"
"631",80,"12004814CF10A"
"632",80,"12007985MM10A"
"633",80,"13013114CF10A"
"634",80,"14089181TI30A"
"635",80,"15004413MM10A"
"636",80,"15005662CF10A"
"637",81,"14014963CF10A"
"638",81,"14042085TC10A"
"639",82,"06003415MM10A"
"640",82,"07003211MM30A"
"641",82,"09020936MM10A"
"642",82,"10014878MO10A"
"643",82,"12014979MO10A"
"644",82,"14010319CF10A"
"645",82,"14012428MM10A"
"646",83,"06129061TI30A"
"647",83,"13001388MM10A"
"648",84,"02126272TC40A"
"649",84,"02127549TC40A"
"650",84,"07061981TI20A"
"651",84,"09032956TC10A"
"652",84,"09071031TI30A"
"653",84,"09107411TC30A"
"654",84,"10059961TI40A"
"655",84,"13016325MM10A"
"656",85,"02045967TI20A"
"657",85,"04007960CF10A"
"658",85,"11009788TI40A"
"659",85,"11041804TI40A"
"660",85,"13006695CF10A"
"661",85,"14065196TC30A"
"662",85,"89025122CF10A"
"663",85,"94019444CF10A"
"664",85,"98020788CF10A"
"665",85,"99008722MM10A"
"666",85,"99012681CF10A"
"667",85,"99016276CF10A"
"668",86,"09070300TI40A"
"669",86,"10008606TI40A"
"670",86,"11038825TI40A"
"671",86,"12057689TI40A"
"672",86,"12086043TI40A"
"673",86,"14017033MM10A"
"674",87,"02022162TC10A"
"675",87,"08056661TC40A"
"676",87,"09006557TC10A"
"677",87,"09013246TC10A"
"678",87,"11068978TI40A"
"679",87,"12032098TC10A"
"680",87,"13002065CF10A"
"681",87,"15029447TI40A"
"682",88,"05022031TI10A"
"683",88,"08111558TI30A"
"684",88,"09016749MO10A"
"685",88,"09021344MM10A"
"686",88,"10027101MM10A"
"687",88,"13014986TI10A"
"688",88,"13016843MM10A"
"689",88,"84007310CF10A"
"690",88,"85006372CF10A"
"691",88,"91014099CF10A"
"692",88,"94017055CF10A"
"693",88,"95000722CF10A"
"694",88,"96002247CF10A"
"695",88,"97015889CF10A"
"696",88,"97022056CF10A"
"697",89,"02119659TC20A"
"698",89,"04063798TI20A"
"699",89,"05003117MO20A"
"700",89,"10030452TI30A"
"701",89,"10033129TI20A"
"702",89,"10041313TI20A"
"703",89,"10047207TI30A"
"704",89,"10066394TI20A"
"705",89,"10068361TI20A"
"706",89,"12062517TI20A"
"707",89,"13123886TI30A"
"708",89,"14005182CF10A"
"709",89,"14007852MM10A"
"710",89,"14041512TI30A"
"711",90,"06000791TI20A"
"712",90,"06036045TC20A"
"713",90,"06049503TI20A"
"714",90,"07005680CF10A"
"715",90,"07007665CF10A"
"716",90,"09004196CF10B"
"717",90,"09004198CF10A"
"718",90,"09018785CF10A"
"719",90,"09026849MM10A"
"720",90,"10000375MM10A"
"721",90,"11004299CF10A"
"722",90,"11008078MM10A"
"723",90,"11043128TC10A"
"724",90,"12017430CF10A"
"725",90,"13015828TC10A"
"726",90,"13016815CF10A"
"727",90,"13034613TC10A"
"728",90,"14011789CF10A"
"729",90,"14014938MM10A"
"730",91,"06146371TI30A"
"731",91,"07020780CF10A"
"732",91,"09009884TI30A"
"733",91,"11087197TI30A"
"734",91,"12009277MM10A"
"735",91,"12019691TI10A"
"736",91,"12022212TI40A"
"737",91,"12044550TI40A"
"738",91,"13002432MM10A"
"739",91,"13003970MM10A"
"740",91,"13047332TI20A"
"741",91,"13067394TC20A"
"742",91,"14060135TI40A"
"743",91,"98050147TC10A"
"744",92,"12053603TI40A"
"745",92,"13004031CF10A"
"746",92,"13052018TI30A"
"747",92,"86006207CF10B"
"748",92,"86007849CF10A"
"749",92,"86007887CF10A"
"750",92,"86008195CF10A"
"751",92,"89025451CF10A"
"752",92,"92017648CF10A"
"753",92,"93007047CF10A"
"754",92,"94063750TC30A"
"755",92,"97018025CF10A"
"756",93,"10060917TI40A"
"757",93,"11026806MM10A"
"758",93,"13015917CF10A"
"759",93,"13023250MM10A"
"760",93,"13085541TI40A"
"761",93,"13110101TI30A"
"762",93,"13110176TI30A"
"763",93,"13110235TI30A"
"764",93,"14044703TI40A"
"765",93,"14078495TI40A"
"766",93,"15000014MM40A"
"767",93,"15000311MM40A"
"768",93,"16014177TI40A"
"769",94,"09030734TI30A"
"770",94,"10113424TI30A"
"771",94,"12163611TI30A"
"772",94,"14011605MM10A"
"773",94,"15002297TI30A"
"774",95,"07094802TI20A"
"775",95,"09050092TC20A"
"776",95,"11017163TI20A"
"777",95,"12017010CF10A"
"778",95,"15009631MM10A"
"779",95,"16003308CF10A"
"780",96,"05061711TI20A"
"781",96,"06028025TC40A"
"782",96,"06038593TC10A"
"783",96,"07103517TI20A"
"784",96,"09013400MM10A"
"785",96,"11054108TI20A"
"786",96,"12007671MM10A"
"787",96,"12056070TI40A"
"788",96,"13001227CF10A"
"789",96,"13011976CF10A"
"790",97,"13001092TC10A"
"791",98,"06002112TC40A"
"792",98,"07001198MM40A"
"793",98,"07002829MM10A"
"794",98,"09004210MM40A"
"795",98,"09066043TI30A"
"796",98,"13006386MM10A"
"797",98,"13017819TC40A"
"798",98,"13072570TI40A"
"799",98,"14001701TC40A"
"800",98,"14006018CF10A"
"801",98,"14006284TI40A"
"802",98,"14014031TI40A"
"803",98,"14015039CF10A"
"804",99,"09129326TI30A"
"805",99,"10060465TI40A"
"806",99,"14004045MM10A"
"807",99,"14051763TI30A"
"808",100,"13018452MM10A"
"809",101,"02002915CF10A"
"810",101,"02009726TC40A"
"811",101,"03118330TI40A"
"812",101,"04009057TC40A"
"813",101,"04009422CF10A"
"814",101,"04009447MM10A"
"815",101,"13000734CF10A"
"816",101,"14000381CF10A"
"817",101,"14001759MM10A"
"818",101,"14004647TC10A"
"819",101,"14005041TC10A"
"820",101,"96017316CF10A"
"821",102,"12007205TI30A"
"822",102,"12019402MM10A"
"823",102,"13007454CF10A"
"824",102,"13012046MM10A"
"825",103,"14007439TC20A"
"826",103,"14009118TC20A"
"827",103,"14014973CF10A"
"828",103,"14022645TI40A"
"829",103,"14042547TC10A"
"830",104,"13000382CF10A"
"831",104,"13000512MM10A"
"832",106,"05024499TC30A"
"833",106,"10012531CF10A"
"834",106,"10015525CF10A"
"835",106,"10085711TI30A"
"836",106,"11005917TI10A"
"837",106,"11051426TC20A"
"838",106,"12009415TC10A"
"839",106,"12042146TI10A"
"840",106,"13071270TI30A"
"841",106,"14013973MM10A"
"842",106,"14043480TI10A"
"843",106,"15003040TI30A"
"844",106,"15022581TI10A"
"845",106,"15055156TI30A"
"846",107,"08020311TI20A"
"847",107,"08122018TC30A"
"848",107,"09050482TC20A"
"849",107,"09072310TI40A"
"850",107,"09091113TI30A"
"851",107,"09099253TI30A"
"852",107,"10043051TI10A"
"853",107,"11013772TC10A"
"854",107,"11015820TI10A"
"855",107,"11019475TC10A"
"856",107,"11133152TI30A"
"857",107,"12000353MM30A"
"858",107,"12007904MO10A"
"859",107,"12009517TI10A"
"860",107,"12014818TI10A"
"861",107,"12024670TI10A"
"862",107,"12031566TC30A"
"863",107,"12044835TI20A"
"864",107,"12056178TI10A"
"865",107,"13000275CF10A"
"866",107,"13006494TC10A"
"867",107,"13013110CF10A"
"868",107,"13038900TC10A"
"869",107,"14011971CF10A"
"870",107,"15006489CF10A"
"871",107,"15016967TC10A"
"872",108,"01082808TI30A"
"873",108,"14014791CF10A"
"874",108,"15015179CF10A"
"875",108,"16002597CF10A"
"876",113,"12089448TI40A"
"877",113,"13016227MM10A"
"878",113,"13060532TC40A"
"879",113,"14023917TI40A"
"880",113,"14041363TI30A"
"881",113,"14068249TC40A"
"882",113,"15039989TI40A"
"883",113,"15048624TI40A"
"884",113,"15052314TI40A"
"885",113,"16001230MM40A"
"886",114,"13002486CF10A"
"887",115,"11022393TC10A"
"888",115,"13015554CF10A"
"889",115,"13016053CF10A"
"890",115,"15001560MM30A"
"891",116,"11024081TI40A"
"892",116,"11050497TI40A"
"893",116,"12050926TI30A"
"894",116,"14007902CF10A"
"895",116,"14034429TI20A"
"896",116,"14082639TI30A"
"897",116,"15007890CF10A"
"898",116,"15008353CF10A"
"899",116,"15016201TI40A"
"900",119,"09044543TI40A"
"901",119,"12043772TI40A"
"902",119,"13003199CF10A"
"903",119,"14043436TI40A"
"904",121,"09002063TI20A"
"905",121,"09096193TI20A"
"906",121,"12004087TI10A"
"907",121,"13016892TI20A"
"908",121,"14006939MM10A"
"909",121,"14055858TI20A"
"910",122,"05015064CF10A"
"911",122,"06016049CF10A"
"912",122,"06019797CF10B"
"913",122,"06020517CF10A"
"914",122,"06022633MM10A"
"915",122,"09077009TI40A"
"916",122,"10047139TI40A"
"917",122,"12004343CF10A"
"918",122,"12006322TI30A"
"919",122,"12009547CF10A"
"920",122,"12033372TC10A"
"921",122,"13003606MM10A"
"922",122,"13005516CF10A"
"923",122,"13014956CF10A"
"924",122,"13048573TI40A"
"925",122,"15004100MM10A"
"926",122,"15004128MM10A"
"927",122,"15006514CF10A"
"928",122,"15018917TI10A"
"929",124,"11001584CF10A"
"930",124,"13016757MM10A"
"931",124,"14009721CF10A"
